8   4   1 
 3.9 -20.006 -20.006 -20.007 -20.011 -20.022 -20.055 -20.146 -20.348 -20.687 -21.120 -21.595 -22.084 -22.570
 4.0 -20.089 -20.089 -20.090 -20.093 -20.102 -20.129 -20.206 -20.386 -20.702 -21.119 -21.578 -22.030 -22.424
 4.1 -20.169 -20.169 -20.170 -20.172 -20.180 -20.202 -20.266 -20.422 -20.707 -21.088 -21.479 -21.791 -21.975
 4.2 -20.231 -20.231 -20.232 -20.234 -20.239 -20.257 -20.308 -20.434 -20.668 -20.963 -21.210 -21.349 -21.407
 4.3 -20.234 -20.235 -20.235 -20.236 -20.240 -20.252 -20.287 -20.374 -20.531 -20.706 -20.822 -20.874 -20.893
 4.4 -20.122 -20.123 -20.123 -20.123 -20.126 -20.132 -20.151 -20.198 -20.280 -20.364 -20.413 -20.434 -20.441
 4.5 -19.886 -19.886 -19.886 -19.886 -19.887 -19.890 -19.898 -19.920 -19.957 -19.995 -20.017 -20.026 -20.029
 4.6 -19.582 -19.582 -19.582 -19.582 -19.583 -19.584 -19.588 -19.597 -19.615 -19.633 -19.645 -19.649 -19.651
 4.7 -19.276 -19.276 -19.276 -19.276 -19.276 -19.277 -19.278 -19.283 -19.292 -19.303 -19.309 -19.312 -19.314
 4.8 -19.000 -19.000 -19.000 -19.000 -19.000 -19.001 -19.002 -19.004 -19.009 -19.016 -19.021 -19.023 -19.024
 4.9 -18.767 -18.767 -18.767 -18.767 -18.767 -18.767 -18.768 -18.770 -18.773 -18.778 -18.782 -18.783 -18.784
 5.0 -18.577 -18.577 -18.577 -18.577 -18.577 -18.577 -18.578 -18.579 -18.581 -18.585 -18.588 -18.589 -18.590
 5.1 -18.426 -18.426 -18.426 -18.426 -18.426 -18.426 -18.426 -18.427 -18.429 -18.431 -18.434 -18.435 -18.436
 5.2 -18.307 -18.307 -18.307 -18.307 -18.307 -18.307 -18.307 -18.308 -18.309 -18.311 -18.314 -18.315 -18.316
 5.3 -18.215 -18.215 -18.215 -18.215 -18.215 -18.216 -18.216 -18.216 -18.217 -18.219 -18.221 -18.222 -18.223
 5.4 -18.146 -18.146 -18.146 -18.146 -18.146 -18.146 -18.146 -18.146 -18.147 -18.149 -18.151 -18.152 -18.152
 5.5 -18.095 -18.095 -18.095 -18.095 -18.095 -18.095 -18.095 -18.095 -18.096 -18.097 -18.099 -18.100 -18.100
 5.6 -18.059 -18.059 -18.059 -18.059 -18.059 -18.059 -18.059 -18.059 -18.059 -18.060 -18.062 -18.063 -18.064
 5.7 -18.035 -18.035 -18.035 -18.035 -18.035 -18.035 -18.035 -18.035 -18.036 -18.037 -18.038 -18.039 -18.040
 5.8 -18.022 -18.022 -18.022 -18.022 -18.022 -18.022 -18.022 -18.022 -18.023 -18.023 -18.025 -18.026 -18.027
 5.9 -18.018 -18.018 -18.018 -18.018 -18.018 -18.018 -18.018 -18.018 -18.018 -18.019 -18.020 -18.021 -18.022
 6.0 -18.021 -18.021 -18.021 -18.021 -18.021 -18.021 -18.021 -18.021 -18.021 -18.022 -18.023 -18.024 -18.025
